above_threshold_candidates,box_prompt_calls,cam_max,cam_mean,cam_min,cam_nonzero_ratio,cam_std,cam_target_protocol,classifier_confidence,final_area_ratio,group_id,image_name,mask_area_ratio,mask_foreground_pixels,mask_height,mask_path,mask_sha256,mask_unique_values,mask_width,morphology_components,reason,sam_candidate_count,sam_prompt_calls,selected_area_ratio,selected_candidates,selected_class,selected_components,selection_score_max,selection_score_mean,selection_score_min,split,status,support_area_ratio,true_tumor,true_tumor_type,unique_negative_prompt_points,unique_positive_prompt_points,unique_prompt_points
14,10,1.0,0.11084019392728806,0.0,0.999990234375,0.14854764938354492,ground_truth,0.0009414729429408908,0.001337890625,btxrd-heuristic-000341,IMG000612.jpeg,0.001337890625,137,320,masks/IMG000612.png,799dfcf3fd93ddf0291c787ead6e588e1cd0a420149d92ebb6e33f3aaf1fe631,0|255,320,5,,45,15,0.001337890625,3,0,3,0.7150567770004272,0.30647656321525574,0.0004778834991157055,val,ok,0.14986328125,1,7,14,9,23
59,16,1.0,0.23685453832149506,0.0,0.999990234375,0.22010886669158936,ground_truth,0.0002437384973745793,0.063896484375,btxrd-heuristic-000349,IMG000628.jpeg,0.063896484375,6543,320,masks/IMG000628.png,a1b80a8cdfe68f090255db21de90ecff0032a250775f84409213d5efb5a03ee2,0|255,320,8,,72,24,0.064091796875,3,0,3,0.7360028624534607,0.5159900188446045,0.11656225472688675,val,ok,0.15,1,3,30,19,49
56,14,1.0,0.2346893548965454,0.0,0.9999609375,0.22912545502185822,ground_truth,0.9994331002235413,0.0608984375,btxrd-heuristic-000354,IMG000636.jpeg,0.0608984375,6236,320,masks/IMG000636.png,e70a49afd52f9a2a0e5dc6794cd19374c2949650a48ad75bbae01e2367df58b7,0|255,320,7,,63,21,0.06115234375,3,0,3,0.7753116488456726,0.5717859268188477,0.23612602055072784,val,ok,0.15,1,3,25,12,37
29,12,1.0,0.19240520894527435,0.0,0.999990234375,0.1843821108341217,ground_truth,0.0008103780564852059,0.06763671875,btxrd-heuristic-000358,IMG000641.jpeg,0.06763671875,6926,320,masks/IMG000641.png,637def8fcdb3bbc796bc244ff15f109e4e337786e31d0d470ba7c9f9842f42cf,0|255,320,7,,60,20,0.067939453125,3,0,3,0.747900664806366,0.4152492880821228,0.05403861030936241,val,ok,0.15,1,1,22,18,40
33,12,1.0,0.1409769207239151,0.0,0.999990234375,0.18732722103595734,ground_truth,0.9993951320648193,0.047490234375,btxrd-heuristic-000359,IMG000642.jpeg,0.047490234375,4863,320,masks/IMG000642.png,424049bea67d4125185b52fcd1c39c213fd93b1aafc8d2967b51c3d4dceba497,0|255,320,6,,54,18,0.048037109375,3,0,3,0.6749637126922607,0.4334028661251068,0.11929374188184738,val,ok,0.15,1,3,22,10,32
16,6,1.0,0.09241366386413574,0.0,0.999990234375,0.14587897062301636,ground_truth,0.9999998807907104,0.01041015625,btxrd-heuristic-000370,IMG000660.jpeg,0.01041015625,1066,320,masks/IMG000660.png,a41c460e4b0da2242e1a241ac3f603a2f7aa4d448b818daa80c37344518131e0,0|255,320,3,,27,9,0.01048828125,3,0,3,0.7086275219917297,0.410392701625824,0.12850579619407654,val,ok,0.15,1,2,12,5,17
8,8,1.0,0.09382858872413635,0.0,0.999990234375,0.15193484723567963,ground_truth,9.832747309701517e-06,0.067763671875,btxrd-heuristic-000377,IMG000672.jpeg,0.067763671875,6939,320,masks/IMG000672.png,0371632a035389f83f484cd2d16b36120a9ba79169632c9da83c630738f3be17,0|255,320,4,,36,12,0.07171875,3,0,3,0.6375853419303894,0.2933220863342285,8.53605815791525e-05,val,ok,0.15,1,1,16,7,23
2,8,1.0,0.09937561303377151,0.0,0.999990234375,0.16024352610111237,ground_truth,0.9999998807907104,0.07943359375,btxrd-heuristic-000383,IMG000681.jpeg,0.07943359375,8134,320,masks/IMG000681.png,49b4a004baccbbf6eab23ea40f14be3df4a5296f1323477b00e6e81eb2ed1141,0|255,320,4,,36,12,0.079775390625,1,0,1,0.4120016098022461,0.26615893840789795,0.00135029514785856,val,ok,0.15,1,1,13,6,19
46,18,1.0,0.25644898414611816,0.0,0.999990234375,0.17198927700519562,ground_truth,9.144802606897429e-05,0.038046875,btxrd-heuristic-000384,IMG000682.jpeg,0.038046875,3896,320,masks/IMG000682.png,cdb281de49d5b40f7e7c840195e6b419f56d193fa68d814e9c4a16ba90b41872,0|255,320,9,,81,27,0.038046875,3,0,3,0.7527835965156555,0.44265103340148926,0.01959334686398506,val,ok,0.148896484375,1,1,29,16,45
19,8,1.0,0.12259919196367264,0.0,0.999990234375,0.17549416422843933,ground_truth,0.9431942105293274,0.07029296875,btxrd-heuristic-000394,IMG000699.jpeg,0.07029296875,7198,320,masks/IMG000699.png,e79bb6c49df250c9df6b7f42bfa52af1f54a6fce8c689d65150c7eb21e4a4ea1,0|255,320,4,,36,12,0.07029296875,3,0,3,0.6552850604057312,0.3748463988304138,0.01927736960351467,val,ok,0.15,1,1,14,8,22
27,6,1.0,0.1481170356273651,0.0,0.9999609375,0.20528408885002136,ground_truth,0.9995083808898926,0.03431640625,btxrd-heuristic-000411,IMG000727.jpeg,0.03431640625,3514,320,masks/IMG000727.png,14f40dc6f060aa042a2d63d41d63eb522f16a4c7bb324ff68f203e6c96c3f1c9,0|255,320,3,,27,9,0.034755859375,3,0,3,0.7619569897651672,0.6343610286712646,0.4863770008087158,val,ok,0.15,1,1,12,5,17
5,6,1.0,0.10807971656322479,0.0,0.999990234375,0.15457533299922943,ground_truth,0.9989035129547119,0.09560546875,btxrd-heuristic-000422,IMG000747.jpeg,0.09560546875,9790,320,masks/IMG000747.png,84fe515b427b4c3fe513b992ecf7d9417e371a6c3951457d9188d093f1e48e47,0|255,320,3,,27,9,0.09607421875,2,0,2,0.44952866435050964,0.3274099826812744,0.1921682357788086,val,ok,0.15,1,1,12,5,17
7,6,1.0,0.0958757996559143,0.0,0.999990234375,0.15197856724262238,ground_truth,0.9993656277656555,0.0017578125,btxrd-heuristic-000424,IMG000749.jpeg,0.0017578125,180,320,masks/IMG000749.png,abe2eddcd4082e6173ea8f0666239f7e580b2282f8001c2a414724d1ed01a8e2,0|255,320,3,,27,9,0.002216796875,3,0,3,0.7162570953369141,0.31940019130706787,0.034717801958322525,val,ok,0.15,1,1,12,5,17
18,6,1.0,0.1247052401304245,0.0,0.999990234375,0.19251833856105804,ground_truth,0.01692109927535057,0.104091796875,btxrd-heuristic-000425,IMG000750.jpeg,0.104091796875,10659,320,masks/IMG000750.png,b567bdd0b285270981eae83b1f2a89767699049b3f55241ec4b6dcdf2622e269,0|255,320,3,,27,9,0.104091796875,3,0,3,0.6832365989685059,0.45513230562210083,0.18387208878993988,val,ok,0.15,1,1,12,5,17
15,6,1.0,0.11261642724275589,0.0,0.999990234375,0.18055880069732666,ground_truth,0.9999591112136841,0.000556640625,btxrd-heuristic-000426,IMG000751.jpeg,0.000556640625,57,320,masks/IMG000751.png,b354e4bf95f1b24f6d45e323b97fa20228daf2168178664947b3ee998d1b23cb,0|255,320,3,,27,9,0.000615234375,3,0,3,0.7288379073143005,0.4596896767616272,0.1268426775932312,val,ok,0.15,1,1,12,5,17
9,12,1.0,0.13532143831253052,0.0,0.999990234375,0.15025314688682556,ground_truth,0.9999954700469971,0.00041015625,btxrd-heuristic-000434,IMG000762.jpeg,0.00041015625,42,320,masks/IMG000762.png,d4263ba3fe3a91ed0d8e62cd8ad854792b4a53ed5767cfe642a64913039b70dc,0|255,320,6,,54,18,0.00041015625,3,0,3,0.6944223642349243,0.23045510053634644,0.0008657999569550157,val,ok,0.149267578125,1,1,19,9,28
19,6,1.0,0.10393796116113663,0.0,0.999990234375,0.17097574472427368,ground_truth,0.9076991677284241,0.043486328125,btxrd-heuristic-000435,IMG000763.jpeg,0.043486328125,4453,320,masks/IMG000763.png,dc93698500ffad4747b0968ad5ca9126cc65a2746c7b999e934c4e15eb158811,0|255,320,3,,27,9,0.04474609375,3,0,3,0.7478262782096863,0.469918817281723,0.21830956637859344,val,ok,0.15,1,1,12,5,17
45,16,1.0,0.20805415511131287,0.0,0.999990234375,0.19706694781780243,ground_truth,0.9309406280517578,0.03158203125,btxrd-heuristic-000452,IMG000793.jpeg,0.03158203125,3234,320,masks/IMG000793.png,9bf17f18538910b353b23ec77fde1abcaf959414bc87be91ff764e5fda2c68d2,0|255,320,8,,72,24,0.031953125,3,0,3,0.7516703009605408,0.4804726839065552,0.07018794119358063,val,ok,0.149296875,1,3,30,15,45
23,8,1.0,0.15812905132770538,0.0,0.9999609375,0.18567875027656555,ground_truth,0.9999827146530151,0.043154296875,btxrd-heuristic-000452,IMG000794.jpeg,0.043154296875,4419,320,masks/IMG000794.png,65d6e7b0e4ecbe9c644f674cd7b016b6994f62b97e0b52cc20862946d7913ae7,0|255,320,4,,36,12,0.04322265625,3,0,3,0.772888720035553,0.4843251407146454,0.0022802602034062147,val,ok,0.15,1,3,13,5,18
30,12,1.0,0.21836751699447632,0.0,0.9999609375,0.17154426872730255,ground_truth,0.9999994039535522,0.007216796875,btxrd-heuristic-000476,IMG000838.jpeg,0.007216796875,739,320,masks/IMG000838.png,eb0183dd3d06b85ca11947f00fc82aa53a57c32edc8ab71b5a3e657f31aea95a,0|255,320,6,,54,18,0.007216796875,3,0,3,0.7543885707855225,0.44739651679992676,0.1392863243818283,val,ok,0.15,1,7,21,10,31
43,12,1.0,0.184284508228302,0.0,0.999990234375,0.22818370163440704,ground_truth,0.21525278687477112,0.00107421875,btxrd-heuristic-000501,IMG000876.jpeg,0.00107421875,110,320,masks/IMG000876.png,4b9ab5b67cbce2dc917fb32694315563b68e2769f389f4fef837bdebd130a9bc,0|255,320,6,,54,18,0.00107421875,3,0,3,0.7511439919471741,0.5310114026069641,0.053907498717308044,val,ok,0.15,1,1,20,10,30
45,12,1.0,0.28340327739715576,0.0,0.999990234375,0.23357746005058289,ground_truth,1.0,0.04603515625,btxrd-heuristic-000513,IMG000895.jpeg,0.04603515625,4714,320,masks/IMG000895.png,8781e7f146c517a2dc198b573eebb092cb54ab5469eeca84d35ddab1abd12fb2,0|255,320,6,,54,18,0.046083984375,3,0,3,0.7824404835700989,0.5801420211791992,0.11519742757081985,val,ok,0.15,1,1,23,12,35
32,10,1.0,0.21404077112674713,0.0,0.999990234375,0.19730575382709503,ground_truth,0.9699006676673889,0.11458984375,btxrd-heuristic-000516,IMG000899.jpeg,0.11458984375,11734,320,masks/IMG000899.png,22c39cb845e665288b2beb5278d916bf96c51767f7f4565dd70a32c20fd7d99e,0|255,320,5,,45,15,0.115478515625,3,0,3,0.7147290706634521,0.4453344941139221,0.00258241081610322,val,ok,0.150009765625,1,1,17,11,28
12,6,1.0,0.12407892942428589,0.0,0.999990234375,0.19555146992206573,ground_truth,0.9536793231964111,0.037158203125,btxrd-heuristic-000518,IMG000901.jpeg,0.037158203125,3805,320,masks/IMG000901.png,6bea040b6a52ad208fd99f197ac3fde78e9346a30fd502e5a34a707320dbdb48,0|255,320,3,,27,9,0.037578125,3,0,3,0.6568126678466797,0.4182157814502716,0.30748456716537476,val,ok,0.15,1,1,12,5,17
3,6,1.0,0.11892988532781601,0.0,0.999990234375,0.1553572714328766,ground_truth,1.0,0.101162109375,btxrd-heuristic-000519,IMG000902.jpeg,0.101162109375,10359,320,masks/IMG000902.png,605ea64195ded830cc5cf653bdb8b6e2b08b0070739c83df203f49912436824f,0|255,320,3,,27,9,0.1021875,2,0,2,0.5820711255073547,0.30485594272613525,0.058538638055324554,val,ok,0.14982421875,1,1,12,5,17
19,12,1.0,0.18104217946529388,0.0,0.999990234375,0.18692243099212646,ground_truth,1.0,0.062216796875,btxrd-heuristic-000521,IMG000905.jpeg,0.062216796875,6371,320,masks/IMG000905.png,6d40437ae4acb9b9051e39e54823008c573063c382ee51ecd0237a6bcb4df111,0|255,320,6,,54,18,0.062294921875,3,0,3,0.6430115103721619,0.32325851917266846,0.04178192466497421,val,ok,0.15,1,1,19,10,29
25,8,1.0,0.13965736329555511,0.0,0.999990234375,0.18098290264606476,ground_truth,0.9998586177825928,0.012255859375,btxrd-heuristic-000527,IMG000917.jpeg,0.012255859375,1255,320,masks/IMG000917.png,aa81e537a4c922144e83e1f6e7dd51730d9619377a51e79bea1bc883c1618910,0|255,320,4,,36,12,0.01232421875,3,0,3,0.7506246566772461,0.524893045425415,0.2365582287311554,val,ok,0.15,1,1,13,7,20
11,18,1.0,0.18359988927841187,0.0,0.999990234375,0.16497208178043365,ground_truth,0.46170905232429504,0.058291015625,btxrd-heuristic-000528,IMG000918.jpeg,0.058291015625,5969,320,masks/IMG000918.png,a7272e5c0f6ca8e6d901a159a355ff69e21a37c9c93a4a7c71c94aeec0cac69a,0|255,320,9,,81,27,0.058837890625,3,0,3,0.6589686870574951,0.23569568991661072,0.0007318016141653061,val,ok,0.1434375,1,1,32,21,53
34,10,1.0,0.18208199739456177,0.0,0.999990234375,0.19057556986808777,ground_truth,0.9997280240058899,0.095048828125,btxrd-heuristic-000533,IMG000924.jpeg,0.095048828125,9733,320,masks/IMG000924.png,52e47f181bb881ecaf5b5f6f3c199aa1f1286a77bfceb121d060b9f093dd1aa6,0|255,320,5,,42,14,0.09505859375,3,0,3,0.7061042785644531,0.4858624041080475,0.015314098447561264,val,ok,0.15,1,1,13,7,20
32,10,1.0,0.16294308006763458,0.0,0.999990234375,0.18682345747947693,ground_truth,0.11355534940958023,0.0785546875,btxrd-heuristic-000536,IMG000928.jpeg,0.0785546875,8044,320,masks/IMG000928.png,dc2e0c7f4f79fba042df09929fc0ed301c6b73415c7eddd574886405850e24b3,0|255,320,5,,45,15,0.079482421875,3,0,3,0.7462294101715088,0.46342164278030396,0.05107257515192032,val,ok,0.15,1,1,17,10,27
40,12,1.0,0.2199137657880783,0.0,0.999990234375,0.18322661519050598,ground_truth,0.9987078905105591,0.00087890625,btxrd-heuristic-000538,IMG000930.jpeg,0.00087890625,90,320,masks/IMG000930.png,41c4642b1d9c97b7d44b73c055c223b0897f77a820932ca2e066073028cd30a7,0|255,320,6,,54,18,0.00087890625,3,0,3,0.7509143352508545,0.5108455419540405,0.2750111222267151,val,ok,0.1498046875,1,1,21,11,32
74,18,1.0,0.34149280190467834,0.0,0.999990234375,0.2627171576023102,ground_truth,0.9571501016616821,0.08970703125,btxrd-heuristic-000539,IMG000931.jpeg,0.08970703125,9186,320,masks/IMG000931.png,5ca80a3c86b09de1c8f7fad7fd4553b301dd270f52c8aa93fbf11f503c4c1fc4,0|255,320,9,,81,27,0.08990234375,3,0,3,0.7736521363258362,0.6086737513542175,0.26008617877960205,val,ok,0.1422265625,1,1,32,20,52
2,8,1.0,0.138283371925354,0.0,0.999990234375,0.15388810634613037,ground_truth,1.0,0.029755859375,btxrd-heuristic-000540,IMG000932.jpeg,0.029755859375,3047,320,masks/IMG000932.png,3abcd10c0fcf1cc037e14db53fad9558333fc9f67b7302e614f4cb6a96e71365,0|255,320,4,,36,12,0.029892578125,1,0,1,0.44374290108680725,0.25044959783554077,0.001151992822997272,val,ok,0.15,1,1,16,10,26
33,8,1.0,0.18366146087646484,0.0,0.999990234375,0.21127961575984955,ground_truth,1.0,0.060986328125,btxrd-heuristic-000547,IMG000944.jpeg,0.060986328125,6245,320,masks/IMG000944.png,458da0cb420f49224214aaffb2f44062ae8cbf9ad497ecfcdcf825bf16a00755,0|255,320,4,,36,12,0.06109375,3,0,3,0.7507084608078003,0.5807788968086243,0.1141471192240715,val,ok,0.15,1,2,14,6,20
28,8,1.0,0.21335764229297638,0.0,0.999990234375,0.210729718208313,ground_truth,0.9960961937904358,0.046240234375,btxrd-heuristic-000561,IMG000963.jpeg,0.046240234375,4735,320,masks/IMG000963.png,d5492e51404bac56e26cf371cba6fef3b1a5094991c4ffd50dc5b36488705089,0|255,320,4,,36,12,0.04626953125,3,0,3,0.7883923053741455,0.5904222130775452,0.17955553531646729,val,ok,0.15,1,2,16,10,26
3,6,1.0,0.14157523214817047,0.0,0.999990234375,0.1575227528810501,ground_truth,1.0,0.035302734375,btxrd-heuristic-000566,IMG000969.jpeg,0.035302734375,3615,320,masks/IMG000969.png,611736135c73000e386fcf4658e4b240189c0f9cbc62d0ebfa58a7a76783ce7b,0|255,320,3,,27,9,0.035419921875,1,0,1,0.5379658937454224,0.3310989439487457,0.08478307723999023,val,ok,0.15,1,2,12,5,17
25,6,1.0,0.16362549364566803,0.0,0.999990234375,0.18679967522621155,ground_truth,1.0,0.0842578125,btxrd-heuristic-000568,IMG000971.jpeg,0.0842578125,8628,320,masks/IMG000971.png,291b68627f186c20a5faa3a3f070563a1475bddfd84d28ff4d612834e0ead8f3,0|255,320,3,,27,9,0.084375,3,0,3,0.6378187537193298,0.5210661888122559,0.3500567078590393,val,ok,0.1497265625,1,2,12,5,17
9,6,1.0,0.13141225278377533,0.0,0.999990234375,0.16414780914783478,ground_truth,0.9999997615814209,0.014091796875,btxrd-heuristic-000581,IMG000993.jpeg,0.014091796875,1443,320,masks/IMG000993.png,c0a7097a922d164c5d2f392e30fcade4ff03dfbef752d10a191f5c848d3650ef,0|255,320,3,,27,9,0.0146875,2,0,2,0.6971918940544128,0.3841901123523712,0.18651126325130463,val,ok,0.15,1,1,12,5,17
43,12,1.0,0.20854131877422333,0.0,0.999990234375,0.21109655499458313,ground_truth,0.9999732971191406,0.02275390625,btxrd-heuristic-000583,IMG000996.jpeg,0.02275390625,2330,320,masks/IMG000996.png,dd51bc76b664b433cda3c1d58f0dd66d310427ecc9634423c721ca32c76932ed,0|255,320,6,,54,18,0.0228515625,3,0,3,0.7508106231689453,0.5047585964202881,0.11012419313192368,val,ok,0.15,1,1,24,10,34
17,8,1.0,0.17964020371437073,0.0,0.999990234375,0.19370605051517487,ground_truth,0.9999107122421265,0.001044921875,btxrd-heuristic-000591,IMG001006.jpeg,0.001044921875,107,320,masks/IMG001006.png,e78d87ef0513145b567b39a4c980a3b0d2e5f7501018472bf877913db37381e2,0|255,320,4,,33,11,0.001044921875,3,0,3,0.7512883543968201,0.42746904492378235,0.015221672132611275,val,ok,0.15,1,2,12,5,17
50,14,1.0,0.2501126229763031,0.0,0.999990234375,0.19100186228752136,ground_truth,0.9999958276748657,0.056748046875,btxrd-heuristic-000592,IMG001007.jpeg,0.056748046875,5811,320,masks/IMG001007.png,fb594a409575ec52200e460b1ff5facc205466982747ba1584eec7ac8370726f,0|255,320,7,,63,21,0.056884765625,3,0,3,0.7700390219688416,0.5211750268936157,0.019396383315324783,val,ok,0.15,1,2,22,13,35
22,10,1.0,0.11551473289728165,0.0,0.999990234375,0.14559116959571838,ground_truth,0.00011845835979329422,0.00083984375,btxrd-heuristic-000600,IMG001024.jpeg,0.00083984375,86,320,masks/IMG001024.png,858573a1c18e0d7d56ea14cf642f7b8bc939b0eb4b12650f17826e9579758a64,0|255,320,5,,45,15,0.00083984375,3,0,3,0.7513315081596375,0.3632131814956665,0.0007666050223633647,val,ok,0.15,1,1,17,9,26
47,12,1.0,0.2216348648071289,0.0,0.999990234375,0.1917431503534317,ground_truth,0.9998519420623779,0.05212890625,btxrd-heuristic-000605,IMG001030.jpeg,0.05212890625,5338,320,masks/IMG001030.png,217e74f03f86f448d624e44c6658798b38cea060937265d648b1992e3af170ac,0|255,320,6,,54,18,0.0521484375,3,0,3,0.7683205008506775,0.6047409772872925,0.29987284541130066,val,ok,0.15,1,7,24,10,34
22,12,1.0,0.17276237905025482,0.0,0.999990234375,0.19647885859012604,ground_truth,0.9999972581863403,0.00291015625,btxrd-heuristic-000620,IMG001056.jpeg,0.00291015625,298,320,masks/IMG001056.png,9b4d7e5eb72e21772bffa6b550d0e0ea013b3df70ed758d4d7b026ee83bfd280,0|255,320,6,,51,17,0.00296875,3,0,3,0.7148033976554871,0.32863351702690125,0.015425841324031353,val,ok,0.15,1,7,20,10,30
40,12,1.0,0.22025467455387115,0.0,0.999990234375,0.18357563018798828,ground_truth,0.999956488609314,0.011142578125,btxrd-heuristic-000622,IMG001059.jpeg,0.011142578125,1141,320,masks/IMG001059.png,9c2a5447102960fc0353fa3d187c61a7442b9c44fdee1372ae4a53689452efa4,0|255,320,6,,54,18,0.011142578125,3,0,3,0.7568745017051697,0.487998366355896,0.1707918792963028,val,ok,0.15,1,1,23,8,31
15,10,1.0,0.13781170547008514,0.0,0.999990234375,0.13519032299518585,ground_truth,0.9999998807907104,0.000673828125,btxrd-heuristic-000623,IMG001060.jpeg,0.000673828125,69,320,masks/IMG001060.png,f5d36b32da8011612081ed1937f6db94fe496243ea9000f838f90eb7f6659692,0|255,320,5,,45,15,0.000673828125,3,0,3,0.7323240041732788,0.2894773483276367,0.013274893164634705,val,ok,0.15,1,1,18,9,27
29,12,1.0,0.20452268421649933,0.0,0.999990234375,0.18752707540988922,ground_truth,1.0,0.04060546875,btxrd-heuristic-000639,IMG001092.jpeg,0.04060546875,4158,320,masks/IMG001092.png,4372125cb41d42ab17af3c03a9a4514e6caac9d5c2037ca11104d34eb780cf24,0|255,320,6,,54,18,0.04150390625,3,0,3,0.7423745393753052,0.45029714703559875,0.20372283458709717,val,ok,0.15,1,2,24,10,34
12,6,1.0,0.13871997594833374,0.0,0.999990234375,0.15274718403816223,ground_truth,1.0,0.020146484375,btxrd-heuristic-000641,IMG001094.jpeg,0.020146484375,2063,320,masks/IMG001094.png,7f225dbf1a2b35db3d15e30f47e27dc71116c5f99d4d51ccb8e6a9a22fc88f78,0|255,320,3,,27,9,0.020595703125,3,0,3,0.7459759712219238,0.42656630277633667,0.13236503303050995,val,ok,0.15,1,2,12,5,17
23,12,1.0,0.2665805518627167,0.0,0.999990234375,0.17303767800331116,ground_truth,0.9999969005584717,0.054921875,btxrd-heuristic-000644,IMG001098.jpeg,0.054921875,5624,320,masks/IMG001098.png,34a2a3a9867f4b4b192d9c3e551c9b3ff34ea5d95a226ff7b929f30af1cc05f1,0|255,320,6,,54,18,0.057578125,3,0,3,0.6939199566841125,0.3929521441459656,0.03594357520341873,val,ok,0.15,1,1,18,12,30
21,6,1.0,0.16161960363388062,0.0,0.999990234375,0.16368824243545532,ground_truth,0.9999998807907104,0.068076171875,btxrd-heuristic-000649,IMG001106.jpeg,0.068076171875,6971,320,masks/IMG001106.png,88144871a023877db5b1d16841d6082b6c0c3dfaa69d6750382a7ecfb5e933c6,0|255,320,3,,27,9,0.068076171875,3,0,3,0.5742208361625671,0.43991777300834656,0.30986565351486206,val,ok,0.149677734375,1,2,12,5,17
11,6,1.0,0.11674819886684418,0.0,0.999990234375,0.17069952189922333,ground_truth,0.6520350575447083,0.011015625,btxrd-heuristic-000669,IMG001136.jpeg,0.011015625,1128,320,masks/IMG001136.png,ff8e843feb6692ea2f74a51b41f4d54a635f3f6c5f016dc3f189210ec25dae52,0|255,320,3,,27,9,0.011015625,3,0,3,0.6171063184738159,0.41162315011024475,0.25347036123275757,val,ok,0.15,1,1,12,5,17
9,10,1.0,0.16603681445121765,0.0,0.999990234375,0.1381624937057495,ground_truth,1.0,0.090634765625,btxrd-heuristic-000672,IMG001140.jpeg,0.090634765625,9281,320,masks/IMG001140.png,c5d0b3d5493816f98c854cf84c4d63e944ec1330bc937aba3f9976ac29ca080b,0|255,320,5,,45,15,0.091142578125,3,0,3,0.4900149703025818,0.2272653579711914,0.0001446540409233421,val,ok,0.1490625,1,1,14,8,22
3,8,1.0,0.1324038952589035,0.0,0.999990234375,0.1546209156513214,ground_truth,0.9999974966049194,0.03232421875,btxrd-heuristic-000673,IMG001141.jpeg,0.03232421875,3310,320,masks/IMG001141.png,15fb62a32dce753dbf3456325e1cb02d3b0c9890e65d664f9892c9b51d96dd4b,0|255,320,4,,36,12,0.03236328125,1,0,1,0.43665945529937744,0.21672259271144867,0.0016868331003934145,val,ok,0.15,1,1,16,8,24
26,8,1.0,0.2219461053609848,0.0,0.999990234375,0.214766725897789,ground_truth,0.9999275207519531,0.00107421875,btxrd-heuristic-000693,IMG001174.jpeg,0.00107421875,110,320,masks/IMG001174.png,e129fee4e70cc6175f8d8ddd3e1eeb9374857eb7be1270eed0e970887b6ba833,0|255,320,4,,36,12,0.001083984375,3,0,3,0.7511483430862427,0.4810340702533722,0.008506923913955688,val,ok,0.15,1,2,16,6,22
27,6,1.0,0.2394033819437027,0.0,0.999990234375,0.2076331079006195,ground_truth,1.0,0.0407421875,btxrd-heuristic-000702,IMG001190.jpeg,0.0407421875,4172,320,masks/IMG001190.png,97ea0608f71aa5e67f75a2eeaeefb27dc0c821c3f5fed30ec5788fbc09000211,0|255,320,3,,27,9,0.04078125,3,0,3,0.7806040048599243,0.672033429145813,0.48747313022613525,val,ok,0.15,1,6,12,5,17
52,14,1.0,0.32409846782684326,0.0,0.999990234375,0.22053731977939606,ground_truth,0.9999997615814209,0.07654296875,btxrd-heuristic-000702,IMG001191.jpeg,0.07654296875,7838,320,masks/IMG001191.png,dc3c343f1de963ef4aed5cd33310e4eaceab7d06abb7e8c8102847ba541c7e89,0|255,320,7,,63,21,0.077001953125,3,0,3,0.7775229811668396,0.5877887606620789,0.18672344088554382,val,ok,0.149453125,1,6,26,20,46
28,8,1.0,0.15100637078285217,0.0,0.999990234375,0.18416118621826172,ground_truth,0.9999998807907104,0.003984375,btxrd-heuristic-000707,IMG001202.jpeg,0.003984375,408,320,masks/IMG001202.png,acaec9b3846de292cc8ac2ca17e7e79b21158d845ef4ed1c9959811bd678b902,0|255,320,4,,36,12,0.004345703125,3,0,3,0.7154765725135803,0.515812873840332,0.183371439576149,val,ok,0.15,1,1,16,7,23
16,10,1.0,0.22271381318569183,0.0,0.999990234375,0.16201083362102509,ground_truth,1.0,0.107177734375,btxrd-heuristic-000710,IMG001206.jpeg,0.107177734375,10975,320,masks/IMG001206.png,3c4b8350af7e443dc87869b196617b0f99333773b3722a95dc6aec42cacd92cc,0|255,320,5,,45,15,0.1107421875,3,0,3,0.6918254494667053,0.3096480667591095,0.0007619718089699745,val,ok,0.15,1,1,15,8,23
22,6,1.0,0.11605297029018402,0.0,0.999990234375,0.18473586440086365,ground_truth,0.9999896287918091,0.048486328125,btxrd-heuristic-000715,IMG001215.jpeg,0.048486328125,4965,320,masks/IMG001215.png,0c422b29dfe0238d4aaf532e4438cdca1747194782ab57d17e834fb803346601,0|255,320,3,,27,9,0.048505859375,3,0,3,0.7407407164573669,0.5734421014785767,0.17631840705871582,val,ok,0.15,1,6,12,5,17
24,6,1.0,0.1297505497932434,0.0,0.999990234375,0.1786695271730423,ground_truth,1.0,0.0884765625,btxrd-heuristic-000715,IMG001216.jpeg,0.0884765625,9060,320,masks/IMG001216.png,3c8de55b7c25361b8e607cabb4504cea3977d31186af0068e31c28983df9b58b,0|255,320,3,,27,9,0.088505859375,3,0,3,0.6390664577484131,0.5199466943740845,0.35752978920936584,val,ok,0.15,1,6,12,5,17
2,6,1.0,0.1089865192770958,0.0,0.999990234375,0.14521507918834686,ground_truth,1.0,0.002783203125,btxrd-heuristic-000717,IMG001219.jpeg,0.002783203125,285,320,masks/IMG001219.png,3da99c2fbc05ba121227100de74ff386eb14a9ced5f53de18ec36bcd87815d89,0|255,320,3,,27,9,0.003291015625,1,0,1,0.569593071937561,0.2477049082517624,0.031391799449920654,val,ok,0.15,1,1,12,5,17
13,6,1.0,0.11618893593549728,0.0,0.999990234375,0.16721190512180328,ground_truth,0.999661922454834,0.1066015625,btxrd-heuristic-000724,IMG001231.jpeg,0.1066015625,10916,320,masks/IMG001231.png,b25f208df99357413e305a5aeed857a49e343252c0f45be21718a857d392ee12,0|255,320,3,,27,9,0.106806640625,3,0,3,0.6247163414955139,0.3799592852592468,0.12495062500238419,val,ok,0.149736328125,1,1,12,5,17
